,Question,SQL Query,Method,Table,Label
10,"What is the combined total of years spent by employees who are either beginners in Java or project management, advanced in Java, or have intermediate experience in Python?","SELECT SUM(YearsOfExperience) AS YearsOfExperience FROM (SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE Skill = ""Java"" AND ProficiencyLevel = ""Advanced"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE Skill = ""Python"" AND ProficiencyLevel = ""Intermediate"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE Skill = ""Java"" AND ProficiencyLevel = ""Beginner"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeSkills WHERE Skill = ""Project Management"" AND ProficiencyLevel = ""Beginner"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Skill</th>
      <th>Communication</th>
      <th>Data Analysis</th>
      <th>Java</th>
      <th>Project Management</th>
      <th>Python</th>
    </tr>
    <tr>
      <th>ProficiencyLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>19.048901</td>
      <td>9.094345</td>
      <td>25.153179</td>
      <td>16.617928</td>
      <td>11.119621</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>21.700801</td>
      <td>14.543524</td>
      <td>0.798918</td>
      <td>12.839837</td>
      <td>11.426566</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>24.604886</td>
      <td>2.274370</td>
      <td>18.145368</td>
      <td>20.632226</td>
      <td>29.586058</td>
    </tr>
  </tbody>
</table>",68.377993
11,"What is the total amount of money allocated to Email campaigns targeting both Generation X and Baby Boomers, combined with the budgets for Content Marketing aimed at Generation X and PPC campaigns directed at Baby Boomers?","SELECT SUM(Budget) AS Budget FROM (SELECT Budget AS Budget FROM MarketingCampaign WHERE CampaignType = ""Email"" AND TargetAudience = ""Generation X"" UNION ALL SELECT Budget AS Budget FROM MarketingCampaign WHERE CampaignType = ""Content Marketing"" AND TargetAudience = ""Generation X"" UNION ALL SELECT Budget AS Budget FROM MarketingCampaign WHERE CampaignType = ""PPC"" AND TargetAudience = ""Baby Boomers"" UNION ALL SELECT Budget AS Budget FROM MarketingCampaign WHERE CampaignType = ""Email"" AND TargetAudience = ""Baby Boomers"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>CampaignType</th>
      <th>Content Marketing</th>
      <th>Email</th>
      <th>PPC</th>
      <th>SEO</th>
      <th>Social Media</th>
    </tr>
    <tr>
      <th>TargetAudience</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Baby Boomers</th>
      <td>18950.387016</td>
      <td>1343.248733</td>
      <td>87649.865424</td>
      <td>3570.159966</td>
      <td>68308.325527</td>
    </tr>
    <tr>
      <th>Gen Z</th>
      <td>77049.612412</td>
      <td>99218.582969</td>
      <td>2829.021417</td>
      <td>71487.960962</td>
      <td>56288.317196</td>
    </tr>
    <tr>
      <th>Generation X</th>
      <td>34836.706222</td>
      <td>9054.318676</td>
      <td>48711.754400</td>
      <td>13932.470245</td>
      <td>47958.522514</td>
    </tr>
    <tr>
      <th>Millennials</th>
      <td>7333.681204</td>
      <td>66399.906684</td>
      <td>19576.894092</td>
      <td>78713.972630</td>
      <td>66234.732469</td>
    </tr>
  </tbody>
</table>",132884.139055
12,What is the total number of hours worked when adding the hours logged by Marketing staff present on the first day of 2023 to the hours recorded for absent employees in both IT and Marketing departments on the last day of 2023?,"SELECT SUM(HoursWorked) AS HoursWorked FROM (SELECT HoursWorked AS HoursWorked FROM EmployeeAttendance WHERE AttendanceDate = ""2023-01-01"" AND AttendanceStatus = ""Present"" AND Department = ""Marketing"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendance WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Absent"" AND Department = ""IT"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendance WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Absent"" AND Department = ""Marketing"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>AttendanceDate</th>
      <th>AttendanceStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-01-01</th>
      <th>Absent</th>
      <td>21.656357</td>
      <td>9.696789</td>
      <td>14.140316</td>
      <td>3.820843</td>
      <td>11.158213</td>
    </tr>
    <tr>
      <th>Leave</th>
      <td>12.169999</td>
      <td>2.378599</td>
      <td>9.027888</td>
      <td>21.433112</td>
      <td>23.445443</td>
    </tr>
    <tr>
      <th>Present</th>
      <td>6.402154</td>
      <td>23.488209</td>
      <td>23.205647</td>
      <td>22.152560</td>
      <td>5.113444</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-12-31</th>
      <th>Absent</th>
      <td>6.930470</td>
      <td>23.205262</td>
      <td>8.534320</td>
      <td>12.981569</td>
      <td>8.994007</td>
    </tr>
    <tr>
      <th>Leave</th>
      <td>4.246622</td>
      <td>0.165897</td>
      <td>13.099203</td>
      <td>23.963727</td>
      <td>14.370346</td>
    </tr>
    <tr>
      <th>Present</th>
      <td>6.940739</td>
      <td>5.240538</td>
      <td>16.545778</td>
      <td>16.757422</td>
      <td>9.491545</td>
    </tr>
  </tbody>
</table>",43.668448
13,"What is the total productivity score when adding the contributions from HR employees rated as poor, Marketing staff rated excellent, HR workers rated good, and Finance personnel with an average performance rating?","SELECT SUM(ProductivityScore) AS ProductivityScore FROM (SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""HR"" AND PerformanceRating = ""Poor"" UNION ALL SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""Marketing"" AND PerformanceRating = ""Excellent"" UNION ALL SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""HR"" AND PerformanceRating = ""Good"" UNION ALL SELECT ProductivityScore AS ProductivityScore FROM EmployeeProductivity WHERE Department = ""Finance"" AND PerformanceRating = ""Average"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>81.275281</td>
      <td>65.453420</td>
      <td>84.882757</td>
      <td>69.411110</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>8.327079</td>
      <td>15.697987</td>
      <td>71.536830</td>
      <td>71.162997</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>98.228949</td>
      <td>34.892878</td>
      <td>56.679715</td>
      <td>36.611756</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>18.999765</td>
      <td>22.368848</td>
      <td>60.736764</td>
      <td>48.962462</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>72.531596</td>
      <td>86.972224</td>
      <td>91.367672</td>
      <td>0.450125</td>
    </tr>
  </tbody>
</table>",123.987399
14,"What is the total diversity score when adding the contributions from Asian females in Sales, females of other ethnicities in Engineering, Black males in Sales, and Hispanic males in Finance?","SELECT SUM(DiversityScore) AS DiversityScore FROM (SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Sales"" AND Gender = ""Female"" AND Ethnicity = ""Asian"" UNION ALL SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Engineering"" AND Gender = ""Female"" AND Ethnicity = ""Other"" UNION ALL SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Sales"" AND Gender = ""Male"" AND Ethnicity = ""Black"" UNION ALL SELECT DiversityScore AS DiversityScore FROM EmployeeDiversity WHERE Department = ""Finance"" AND Gender = ""Male"" AND Ethnicity = ""Hispanic"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>Gender</th>
      <th>Ethnicity</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Female</th>
      <th>Asian</th>
      <td>0.680673</td>
      <td>0.283715</td>
      <td>0.061064</td>
      <td>0.441950</td>
      <td>0.958629</td>
    </tr>
    <tr>
      <th>Black</th>
      <td>0.928923</td>
      <td>0.895582</td>
      <td>0.247639</td>
      <td>0.115294</td>
      <td>0.133109</td>
    </tr>
    <tr>
      <th>Hispanic</th>
      <td>0.213317</td>
      <td>0.328870</td>
      <td>0.347865</td>
      <td>0.568252</td>
      <td>0.261506</td>
    </tr>
    <tr>
      <th>Other</th>
      <td>0.798165</td>
      <td>0.802645</td>
      <td>0.075175</td>
      <td>0.653508</td>
      <td>0.312435</td>
    </tr>
    <tr>
      <th>White</th>
      <td>0.595934</td>
      <td>0.628757</td>
      <td>0.549982</td>
      <td>0.828037</td>
      <td>0.340395</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Male</th>
      <th>Asian</th>
      <td>0.969101</td>
      <td>0.554701</td>
      <td>0.472880</td>
      <td>0.424749</td>
      <td>0.687370</td>
    </tr>
    <tr>
      <th>Black</th>
      <td>0.680398</td>
      <td>0.967355</td>
      <td>0.007788</td>
      <td>0.212730</td>
      <td>0.658289</td>
    </tr>
    <tr>
      <th>Hispanic</th>
      <td>0.515892</td>
      <td>0.262208</td>
      <td>0.281837</td>
      <td>0.359063</td>
      <td>0.983363</td>
    </tr>
    <tr>
      <th>Other</th>
      <td>0.215175</td>
      <td>0.926553</td>
      <td>0.656115</td>
      <td>0.898935</td>
      <td>0.507696</td>
    </tr>
    <tr>
      <th>White</th>
      <td>0.775442</td>
      <td>0.227803</td>
      <td>0.039693</td>
      <td>0.984121</td>
      <td>0.690635</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Non-binary</th>
      <th>Asian</th>
      <td>0.873796</td>
      <td>0.565561</td>
      <td>0.519718</td>
      <td>0.554626</td>
      <td>0.515468</td>
    </tr>
    <tr>
      <th>Black</th>
      <td>0.059597</td>
      <td>0.905280</td>
      <td>0.744023</td>
      <td>0.882898</td>
      <td>0.837977</td>
    </tr>
    <tr>
      <th>Hispanic</th>
      <td>0.683266</td>
      <td>0.561521</td>
      <td>0.649413</td>
      <td>0.229666</td>
      <td>0.945686</td>
    </tr>
    <tr>
      <th>Other</th>
      <td>0.046202</td>
      <td>0.178735</td>
      <td>0.418570</td>
      <td>0.234361</td>
      <td>0.875857</td>
    </tr>
    <tr>
      <th>White</th>
      <td>0.322724</td>
      <td>0.104383</td>
      <td>0.039475</td>
      <td>0.291270</td>
      <td>0.308659</td>
    </tr>
  </tbody>
</table>",2.677291
15,"What is the combined total value of Leadership, Team Player, and Spot Awards given on January 1, 2020, along with the Leadership Awards distributed on December 31, 2023?","SELECT SUM(RecognitionValue) AS RecognitionValue FROM (SELECT RecognitionValue AS RecognitionValue FROM EmployeeRecognition WHERE RecognitionType = ""Leadership Award"" AND RecognitionDate = ""2020-01-01"" UNION ALL SELECT RecognitionValue AS RecognitionValue FROM EmployeeRecognition WHERE RecognitionType = ""Team Player Award"" AND RecognitionDate = ""2020-01-01"" UNION ALL SELECT RecognitionValue AS RecognitionValue FROM EmployeeRecognition WHERE RecognitionType = ""Spot Award"" AND RecognitionDate = ""2020-01-01"" UNION ALL SELECT RecognitionValue AS RecognitionValue FROM EmployeeRecognition WHERE RecognitionType = ""Leadership Award"" AND RecognitionDate = ""2023-12-31"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>RecognitionDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>RecognitionType</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Best Innovator</th>
      <td>2881.875533</td>
      <td>1345.254747</td>
    </tr>
    <tr>
      <th>Employee of the Month</th>
      <td>3939.630056</td>
      <td>4919.680562</td>
    </tr>
    <tr>
      <th>Leadership Award</th>
      <td>2202.541285</td>
      <td>3995.734086</td>
    </tr>
    <tr>
      <th>Spot Award</th>
      <td>2983.690658</td>
      <td>2785.677742</td>
    </tr>
    <tr>
      <th>Team Player Award</th>
      <td>3589.188774</td>
      <td>2658.456894</td>
    </tr>
  </tbody>
</table>",12771.154803
16,What is the combined total of hours logged by the HR team members who were assigned to heavy and moderate workload tasks?,"SELECT SUM(HoursWorked) AS HoursWorked FROM (SELECT HoursWorked AS HoursWorked FROM EmployeeWorkload WHERE Department = ""HR"" AND WorkloadCategory = ""Heavy"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeWorkload WHERE Department = ""HR"" AND WorkloadCategory = ""Moderate"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>WorkloadCategory</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Heavy</th>
      <td>40.358261</td>
      <td>54.472044</td>
      <td>40.472965</td>
      <td>76.905837</td>
    </tr>
    <tr>
      <th>Light</th>
      <td>13.399320</td>
      <td>39.622509</td>
      <td>61.891088</td>
      <td>53.639372</td>
    </tr>
    <tr>
      <th>Moderate</th>
      <td>34.249160</td>
      <td>4.582378</td>
      <td>19.338912</td>
      <td>29.423468</td>
    </tr>
  </tbody>
</table>",74.607422
17,What is the combined total of neutral feedback ratings given to the HR and Marketing departments?,"SELECT SUM(FeedbackScore) AS FeedbackScore FROM (SELECT FeedbackScore AS FeedbackScore FROM EmployeeFeedback WHERE FeedbackType = ""Neutral"" AND Department = ""HR"" UNION ALL SELECT FeedbackScore AS FeedbackScore FROM EmployeeFeedback WHERE FeedbackType = ""Neutral"" AND Department = ""Marketing"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>FeedbackType</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>4.654942</td>
      <td>4.368916</td>
      <td>4.803308</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>3.976388</td>
      <td>3.085286</td>
      <td>4.275431</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>4.000794</td>
      <td>2.415887</td>
      <td>4.402563</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>2.620298</td>
      <td>3.133422</td>
      <td>2.408147</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>2.549127</td>
      <td>1.406602</td>
      <td>3.325922</td>
    </tr>
  </tbody>
</table>",6.218708
18,"What is the combined total compensation awarded to employees who are Junior Developers with a ""Good"" rating in Marketing, Analysts rated ""Excellent"" in Sales, Senior Developers rated ""Poor"" in IT, and Senior Developers rated ""Below Average"" in Finance?","SELECT SUM(Compensation) AS Compensation FROM (SELECT Compensation AS Compensation FROM EmployeeCompensation WHERE Department = ""Marketing"" AND JobTitle = ""Junior Developer"" AND PerformanceRating = ""Good"" UNION ALL SELECT Compensation AS Compensation FROM EmployeeCompensation WHERE Department = ""Sales"" AND JobTitle = ""Analyst"" AND PerformanceRating = ""Excellent"" UNION ALL SELECT Compensation AS Compensation FROM EmployeeCompensation WHERE Department = ""IT"" AND JobTitle = ""Senior Developer"" AND PerformanceRating = ""Poor"" UNION ALL SELECT Compensation AS Compensation FROM EmployeeCompensation WHERE Department = ""Finance"" AND JobTitle = ""Senior Developer"" AND PerformanceRating = ""Below Average"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>JobTitle</th>
      <th>Analyst</th>
      <th>Intern</th>
      <th>Junior Developer</th>
      <th>Manager</th>
      <th>Senior Developer</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>PerformanceRating</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Finance</th>
      <th>Average</th>
      <td>98512.520432</td>
      <td>154150.610333</td>
      <td>131590.725859</td>
      <td>88891.028367</td>
      <td>39702.173383</td>
    </tr>
    <tr>
      <th>Below Average</th>
      <td>41093.983315</td>
      <td>71368.331037</td>
      <td>86562.379854</td>
      <td>67436.439881</td>
      <td>161726.817440</td>
    </tr>
    <tr>
      <th>Excellent</th>
      <td>81862.300107</td>
      <td>173400.759508</td>
      <td>33986.199875</td>
      <td>42917.361396</td>
      <td>88331.404912</td>
    </tr>
    <tr>
      <th>Good</th>
      <td>104896.738367</td>
      <td>125917.026458</td>
      <td>193102.375170</td>
      <td>61669.238253</td>
      <td>112673.761815</td>
    </tr>
    <tr>
      <th>Poor</th>
      <td>48072.728180</td>
      <td>126386.511135</td>
      <td>170856.966673</td>
      <td>136155.423623</td>
      <td>31574.404331</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">HR</th>
      <th>Average</th>
      <td>142143.856309</td>
      <td>133610.174377</td>
      <td>108517.097482</td>
      <td>193531.846962</td>
      <td>170402.783327</td>
    </tr>
    <tr>
      <th>Below Average</th>
      <td>37530.123607</td>
      <td>93330.473903</td>
      <td>159378.455292</td>
      <td>77593.088834</td>
      <td>112312.846492</td>
    </tr>
    <tr>
      <th>Excellent</th>
      <td>91180.201544</td>
      <td>30185.210326</td>
      <td>37589.884470</td>
      <td>142636.580581</td>
      <td>62426.131905</td>
    </tr>
    <tr>
      <th>Good</th>
      <td>84858.437061</td>
      <td>71610.733483</td>
      <td>75201.913887</td>
      <td>188047.800695</td>
      <td>177021.935525</td>
    </tr>
    <tr>
      <th>Poor</th>
      <td>125316.615933</td>
      <td>122639.176048</td>
      <td>72988.138885</td>
      <td>72631.073580</td>
      <td>60188.222484</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">IT</th>
      <th>Average</th>
      <td>126179.560669</td>
      <td>102468.384211</td>
      <td>76969.372097</td>
      <td>118385.614077</td>
      <td>147802.899383</td>
    </tr>
    <tr>
      <th>Below Average</th>
      <td>178217.431312</td>
      <td>198975.542111</td>
      <td>106438.935354</td>
      <td>133337.447618</td>
      <td>145792.141689</td>
    </tr>
    <tr>
      <th>Excellent</th>
      <td>133577.124496</td>
      <td>188639.642374</td>
      <td>35455.589689</td>
      <td>170279.807618</td>
      <td>193331.771771</td>
    </tr>
    <tr>
      <th>Good</th>
      <td>145200.220252</td>
      <td>140391.557170</td>
      <td>159987.759657</td>
      <td>155647.319574</td>
      <td>108013.540183</td>
    </tr>
    <tr>
      <th>Poor</th>
      <td>101305.737002</td>
      <td>39760.436221</td>
      <td>60879.951985</td>
      <td>54565.534220</td>
      <td>154284.956426</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Marketing</th>
      <th>Average</th>
      <td>169249.848260</td>
      <td>56356.044492</td>
      <td>46833.804377</td>
      <td>80839.626247</td>
      <td>190110.561788</td>
    </tr>
    <tr>
      <th>Below Average</th>
      <td>143701.583470</td>
      <td>159881.212240</td>
      <td>163578.929086</td>
      <td>48522.428302</td>
      <td>63411.422652</td>
    </tr>
    <tr>
      <th>Excellent</th>
      <td>116339.038139</td>
      <td>82834.279347</td>
      <td>79199.074557</td>
      <td>79002.177312</td>
      <td>153378.759516</td>
    </tr>
    <tr>
      <th>Good</th>
      <td>193585.194376</td>
      <td>193526.009044</td>
      <td>84767.827459</td>
      <td>87809.391340</td>
      <td>128108.494928</td>
    </tr>
    <tr>
      <th>Poor</th>
      <td>143223.165753</td>
      <td>48429.466711</td>
      <td>49226.938347</td>
      <td>189709.068939</td>
      <td>85434.642704</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Sales</th>
      <th>Average</th>
      <td>154113.456918</td>
      <td>42500.764656</td>
      <td>96800.317819</td>
      <td>91347.478295</td>
      <td>54183.468816</td>
    </tr>
    <tr>
      <th>Below Average</th>
      <td>145808.069135</td>
      <td>177352.232970</td>
      <td>109781.770336</td>
      <td>40653.574704</td>
      <td>94441.535813</td>
    </tr>
    <tr>
      <th>Excellent</th>
      <td>32060.163824</td>
      <td>143184.493648</td>
      <td>148419.780472</td>
      <td>85527.808903</td>
      <td>180122.526161</td>
    </tr>
    <tr>
      <th>Good</th>
      <td>117155.512376</td>
      <td>115348.263820</td>
      <td>133015.612159</td>
      <td>133682.855694</td>
      <td>119402.709811</td>
    </tr>
    <tr>
      <th>Poor</th>
      <td>46967.737626</td>
      <td>74946.708754</td>
      <td>139965.994385</td>
      <td>69886.538658</td>
      <td>104461.704604</td>
    </tr>
  </tbody>
</table>",432839.765149
19,What is the total retention percentage when adding the rates of employees who departed from the Marketing and Sales teams along with those who remained in the Sales department?,"SELECT SUM(RetentionRate) AS RetentionRate FROM (SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""Sales"" AND RetentionStatus = ""Left"" UNION ALL SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""Marketing"" AND RetentionStatus = ""Left"" UNION ALL SELECT RetentionRate AS RetentionRate FROM EmployeeRetention WHERE Department = ""Sales"" AND RetentionStatus = ""Retained"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>RetentionStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Left</th>
      <td>95.910418</td>
      <td>39.201335</td>
      <td>67.765274</td>
      <td>13.806083</td>
    </tr>
    <tr>
      <th>Retained</th>
      <td>56.539471</td>
      <td>23.001715</td>
      <td>78.377102</td>
      <td>47.957366</td>
    </tr>
  </tbody>
</table>",129.528723
