,Question,SQL Query,Method,Table,Label
73,"On December 31, 2023, did employees with advanced proficiency demonstrate a higher evaluation in technical skills compared to management abilities?","SELECT (SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Advanced"") < (SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Advanced"") as AssessmentScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillLevel</th>
      <th colspan=""3"" halign=""left"">Advanced</th>
      <th colspan=""3"" halign=""left"">Beginner</th>
      <th colspan=""3"" halign=""left"">Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>55.438307</td>
      <td>50.012806</td>
      <td>97.618807</td>
      <td>8.649035</td>
      <td>98.668038</td>
      <td>32.842243</td>
      <td>2.909270</td>
      <td>38.664952</td>
      <td>16.049460</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>55.398537</td>
      <td>75.905042</td>
      <td>36.834878</td>
      <td>45.076189</td>
      <td>34.500771</td>
      <td>82.512995</td>
      <td>20.736954</td>
      <td>96.532183</td>
      <td>6.969123</td>
    </tr>
  </tbody>
</table>",no
74,Was the proficiency in Technical skills measured at the close of 2023 lower than the Problem Solving ability recorded at the start of that year?,"SELECT (SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Technical"" AND AssessmentDate = ""2023-12-31"") < (SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Problem Solving"" AND AssessmentDate = ""2023-01-01"") as SkillLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Communication</th>
      <th>Leadership</th>
      <th>Problem Solving</th>
      <th>Teamwork</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>59.193099</td>
      <td>68.247475</td>
      <td>23.602534</td>
      <td>89.549053</td>
      <td>22.145133</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>97.369794</td>
      <td>56.005429</td>
      <td>9.592451</td>
      <td>80.439355</td>
      <td>72.374342</td>
    </tr>
  </tbody>
</table>",no
75,"Considering the assessments conducted at the beginning and end of 2023, does the score for Soft Skills at the beginner level on December 31st meet or exceed the advanced-level Technical score recorded on January 1st?","SELECT (SELECT Score FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Beginner"") >= (SELECT Score FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-01-01"" AND SkillLevel = ""Advanced"") as Score;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-01-01</th>
      <th>Advanced</th>
      <td>69.456782</td>
      <td>33.196017</td>
      <td>8.868145</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>63.587300</td>
      <td>21.668135</td>
      <td>43.868876</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>91.285697</td>
      <td>79.500090</td>
      <td>38.433533</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-12-31</th>
      <th>Advanced</th>
      <td>80.380236</td>
      <td>94.261888</td>
      <td>81.860841</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>1.813151</td>
      <td>31.110121</td>
      <td>44.571096</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>32.707432</td>
      <td>77.274638</td>
      <td>46.745459</td>
    </tr>
  </tbody>
</table>",yes
76,"Considering the Management category on December 31, 2023, does the proficiency rating for employees at the Intermediate level fall short of or match that of those at the Beginner level?","SELECT (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND SkillLevel = ""Intermediate"" AND AssessmentDate = ""2023-12-31"") <= (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND SkillLevel = ""Beginner"" AND AssessmentDate = ""2023-12-31"") as SkillScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""2"" valign=""top"">Advanced</th>
      <th>2023-01-01</th>
      <td>22.655100</td>
      <td>40.784432</td>
      <td>69.670731</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>32.027551</td>
      <td>52.645827</td>
      <td>78.764961</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Beginner</th>
      <th>2023-01-01</th>
      <td>85.760006</td>
      <td>39.039047</td>
      <td>51.481667</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>31.854962</td>
      <td>76.300978</td>
      <td>48.505802</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Intermediate</th>
      <th>2023-01-01</th>
      <td>88.565673</td>
      <td>83.399048</td>
      <td>88.842042</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>46.972785</td>
      <td>73.809771</td>
      <td>97.326286</td>
    </tr>
  </tbody>
</table>",no
77,Is the frequency of using creative skills higher among employees with advanced proficiency compared to those with expert proficiency?,"SELECT (SELECT UsageFrequency FROM EmployeeSkillUsageMetrics WHERE SkillType = ""Creative"" AND ProficiencyLevel = ""Expert"") < (SELECT UsageFrequency FROM EmployeeSkillUsageMetrics WHERE SkillType = ""Creative"" AND ProficiencyLevel = ""Advanced"") as UsageFrequency;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillType</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>ProficiencyLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>62.631202</td>
      <td>86.990545</td>
      <td>94.151009</td>
      <td>19.497382</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>69.091832</td>
      <td>33.163158</td>
      <td>94.866646</td>
      <td>5.368336</td>
    </tr>
    <tr>
      <th>Expert</th>
      <td>9.788719</td>
      <td>8.607918</td>
      <td>6.308810</td>
      <td>77.997189</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>14.728467</td>
      <td>56.135731</td>
      <td>2.993039</td>
      <td>92.237785</td>
    </tr>
  </tbody>
</table>",yes
78,Does the frequency of applying management abilities grow when comparing employees at the initial proficiency stage to those at the highest expertise level?,"SELECT (SELECT UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Beginner"") < (SELECT UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Advanced"") as UtilizationRate;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>49.495534</td>
      <td>0.031662</td>
      <td>27.936277</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>33.336820</td>
      <td>16.063115</td>
      <td>21.362766</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>54.635756</td>
      <td>18.816510</td>
      <td>97.132644</td>
    </tr>
  </tbody>
</table>",yes
79,Does employee E005's own evaluation of their teamwork skills meet or exceed the rating given to employee E002 by their colleagues?,"SELECT (SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE EmployeeID = ""E005"" AND Skill = ""Teamwork"" AND AssessmentType = ""Self-Assessment"") >= (SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE EmployeeID = ""E002"" AND Skill = ""Teamwork"" AND AssessmentType = ""Peer Review"") as SkillLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>EmployeeID</th>
      <th colspan=""3"" halign=""left"">E001</th>
      <th colspan=""3"" halign=""left"">E002</th>
      <th colspan=""3"" halign=""left"">E003</th>
      <th colspan=""3"" halign=""left"">E004</th>
      <th colspan=""3"" halign=""left"">E005</th>
      <th colspan=""3"" halign=""left"">E006</th>
      <th colspan=""3"" halign=""left"">E007</th>
      <th colspan=""3"" halign=""left"">E008</th>
      <th colspan=""3"" halign=""left"">E009</th>
      <th colspan=""3"" halign=""left"">E010</th>
    </tr>
    <tr>
      <th>AssessmentType</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
      <th>Manager Review</th>
      <th>Peer Review</th>
      <th>Self-Assessment</th>
    </tr>
    <tr>
      <th>Skill</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>9.679089</td>
      <td>2.923518</td>
      <td>5.075629</td>
      <td>2.736338</td>
      <td>0.421367</td>
      <td>7.761392</td>
      <td>2.351767</td>
      <td>8.788813</td>
      <td>5.885222</td>
      <td>9.255823</td>
      <td>8.462591</td>
      <td>9.991288</td>
      <td>6.251289</td>
      <td>0.537557</td>
      <td>5.823629</td>
      <td>2.412493</td>
      <td>7.192287</td>
      <td>2.214747</td>
      <td>8.178724</td>
      <td>4.537431</td>
      <td>3.679786</td>
      <td>5.002701</td>
      <td>7.442427</td>
      <td>7.578690</td>
      <td>9.562438</td>
      <td>7.329562</td>
      <td>8.823773</td>
      <td>7.275993</td>
      <td>0.883420</td>
      <td>1.926584</td>
    </tr>
    <tr>
      <th>Leadership</th>
      <td>3.127817</td>
      <td>2.875588</td>
      <td>2.594108</td>
      <td>2.505305</td>
      <td>4.119051</td>
      <td>9.270434</td>
      <td>7.467979</td>
      <td>7.206685</td>
      <td>2.050802</td>
      <td>9.811427</td>
      <td>9.646318</td>
      <td>9.751018</td>
      <td>1.787517</td>
      <td>5.917251</td>
      <td>2.683857</td>
      <td>1.635562</td>
      <td>4.616481</td>
      <td>2.743019</td>
      <td>8.052395</td>
      <td>0.874250</td>
      <td>5.835586</td>
      <td>9.364747</td>
      <td>8.438985</td>
      <td>0.135993</td>
      <td>7.540123</td>
      <td>7.967880</td>
      <td>2.271961</td>
      <td>7.651607</td>
      <td>2.419772</td>
      <td>9.161111</td>
    </tr>
    <tr>
      <th>Problem Solving</th>
      <td>3.540553</td>
      <td>3.086098</td>
      <td>4.850497</td>
      <td>4.834641</td>
      <td>1.342150</td>
      <td>3.270384</td>
      <td>3.296275</td>
      <td>9.009935</td>
      <td>6.316091</td>
      <td>0.609453</td>
      <td>1.438831</td>
      <td>8.017967</td>
      <td>0.960897</td>
      <td>4.116125</td>
      <td>3.976465</td>
      <td>8.771448</td>
      <td>7.047982</td>
      <td>4.472453</td>
      <td>2.060081</td>
      <td>4.029314</td>
      <td>5.642321</td>
      <td>2.070187</td>
      <td>5.395606</td>
      <td>6.328281</td>
      <td>3.375850</td>
      <td>6.156433</td>
      <td>7.978662</td>
      <td>6.439347</td>
      <td>3.883042</td>
      <td>4.654254</td>
    </tr>
    <tr>
      <th>Teamwork</th>
      <td>5.118574</td>
      <td>1.109512</td>
      <td>3.907288</td>
      <td>8.749567</td>
      <td>5.090124</td>
      <td>1.493315</td>
      <td>9.080830</td>
      <td>9.488049</td>
      <td>7.302935</td>
      <td>5.309593</td>
      <td>2.423851</td>
      <td>5.427727</td>
      <td>5.965139</td>
      <td>1.205766</td>
      <td>1.827048</td>
      <td>5.438640</td>
      <td>8.203048</td>
      <td>6.454595</td>
      <td>1.094140</td>
      <td>6.469510</td>
      <td>8.956031</td>
      <td>9.324138</td>
      <td>8.390436</td>
      <td>1.088448</td>
      <td>2.538499</td>
      <td>9.272239</td>
      <td>3.512009</td>
      <td>1.422184</td>
      <td>1.616477</td>
      <td>7.715272</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>5.488335</td>
      <td>8.020018</td>
      <td>0.133610</td>
      <td>2.295217</td>
      <td>6.471831</td>
      <td>1.528053</td>
      <td>1.697977</td>
      <td>7.127809</td>
      <td>8.563451</td>
      <td>4.344945</td>
      <td>7.029093</td>
      <td>3.930341</td>
      <td>4.825351</td>
      <td>5.541287</td>
      <td>4.986330</td>
      <td>2.298743</td>
      <td>4.797755</td>
      <td>4.104858</td>
      <td>8.875313</td>
      <td>5.650875</td>
      <td>2.746983</td>
      <td>3.573988</td>
      <td>5.364697</td>
      <td>5.655154</td>
      <td>2.147384</td>
      <td>7.632235</td>
      <td>7.836301</td>
      <td>8.341832</td>
      <td>8.351868</td>
      <td>3.625146</td>
    </tr>
  </tbody>
</table>",no
80,Is the utilization percentage of employees with intermediate technical skills in the sales department higher than that of employees with beginner management skills in the engineering department?,"SELECT (SELECT UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Intermediate"" AND Department = ""Sales"") > (SELECT UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Beginner"" AND Department = ""Engineering"") as UtilizationRate;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Analytical</th>
      <th>Engineering</th>
      <td>83.377779</td>
      <td>51.516345</td>
      <td>63.557906</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>52.945967</td>
      <td>75.281384</td>
      <td>74.336354</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>79.472772</td>
      <td>14.939486</td>
      <td>43.674556</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>22.521797</td>
      <td>20.385360</td>
      <td>39.804476</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>8.244917</td>
      <td>97.044197</td>
      <td>68.742761</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Creative</th>
      <th>Engineering</th>
      <td>74.962540</td>
      <td>61.163016</td>
      <td>23.606271</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>41.493873</td>
      <td>97.563152</td>
      <td>69.111600</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>14.172121</td>
      <td>20.204739</td>
      <td>26.178531</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>87.419957</td>
      <td>71.884277</td>
      <td>17.952925</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>65.754044</td>
      <td>55.831232</td>
      <td>24.455018</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Management</th>
      <th>Engineering</th>
      <td>99.442693</td>
      <td>83.653793</td>
      <td>93.792350</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>81.902201</td>
      <td>21.389356</td>
      <td>83.669650</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>38.577934</td>
      <td>2.704146</td>
      <td>38.031299</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>53.640919</td>
      <td>39.751177</td>
      <td>65.632928</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>15.881901</td>
      <td>1.140654</td>
      <td>68.633607</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Soft Skills</th>
      <th>Engineering</th>
      <td>71.291399</td>
      <td>94.318777</td>
      <td>26.669496</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>84.583606</td>
      <td>12.161835</td>
      <td>43.804161</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>37.204004</td>
      <td>64.632640</td>
      <td>47.081583</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>59.561120</td>
      <td>2.779357</td>
      <td>66.406272</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>74.867820</td>
      <td>71.296837</td>
      <td>23.091582</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Technical</th>
      <th>Engineering</th>
      <td>26.766045</td>
      <td>39.786578</td>
      <td>77.779497</td>
    </tr>
    <tr>
      <th>Finance</th>
      <td>7.011824</td>
      <td>12.407988</td>
      <td>15.835222</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>32.660079</td>
      <td>39.854690</td>
      <td>39.743483</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>90.611118</td>
      <td>29.573227</td>
      <td>1.798067</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>97.991911</td>
      <td>63.855134</td>
      <td>24.755766</td>
    </tr>
  </tbody>
</table>",no
81,"On the final assessment date of 2023-12-31, is the advanced proficiency score in teamwork less than or equal to the beginner proficiency score in problem solving?","SELECT (SELECT Score FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Teamwork"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Advanced"") <= (SELECT Score FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Problem Solving"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Beginner"") as Score;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>AssessmentDate</th>
      <th colspan=""3"" halign=""left"">2023-01-01</th>
      <th colspan=""3"" halign=""left"">2023-12-31</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>68.587520</td>
      <td>96.024191</td>
      <td>18.484997</td>
      <td>11.616021</td>
      <td>81.609022</td>
      <td>94.269507</td>
    </tr>
    <tr>
      <th>Leadership</th>
      <td>33.883860</td>
      <td>31.682031</td>
      <td>41.114326</td>
      <td>17.177646</td>
      <td>1.637699</td>
      <td>30.341841</td>
    </tr>
    <tr>
      <th>Problem Solving</th>
      <td>80.509836</td>
      <td>63.361486</td>
      <td>32.049819</td>
      <td>62.234422</td>
      <td>91.764152</td>
      <td>94.538996</td>
    </tr>
    <tr>
      <th>Teamwork</th>
      <td>6.564851</td>
      <td>23.940002</td>
      <td>5.566704</td>
      <td>2.434591</td>
      <td>62.985346</td>
      <td>9.909941</td>
    </tr>
    <tr>
      <th>Technical Skills</th>
      <td>71.819858</td>
      <td>74.045418</td>
      <td>47.500436</td>
      <td>91.921581</td>
      <td>66.565051</td>
      <td>30.768789</td>
    </tr>
  </tbody>
</table>",yes
82,"On January 1st, 2023, did the proficiency in solving problems meet or exceed the proficiency in communicating effectively?","SELECT (SELECT SkillLevel FROM EmployeeSkillAssessment WHERE SkillName = ""Problem Solving"" AND AssessmentDate = ""2023-01-01"") >= (SELECT SkillLevel FROM EmployeeSkillAssessment WHERE SkillName = ""Communication"" AND AssessmentDate = ""2023-01-01"") as SkillLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Communication</th>
      <th>Leadership</th>
      <th>Problem Solving</th>
      <th>Teamwork</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>9.331029</td>
      <td>2.978615</td>
      <td>4.319618</td>
      <td>3.786471</td>
      <td>5.995249</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>5.078503</td>
      <td>9.552518</td>
      <td>4.120760</td>
      <td>1.465100</td>
      <td>3.838723</td>
    </tr>
  </tbody>
</table>",no
83,"Is the proficiency score for Leadership recorded on January 15, 2023, identical to the proficiency score for Communication measured on January 1, 2023?","SELECT (SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Leadership"" AND AssessmentDate = ""2023-01-15"") = (SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Communication"" AND AssessmentDate = ""2023-01-01"") as SkillLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Communication</th>
      <th>Leadership</th>
      <th>Problem Solving</th>
      <th>Teamwork</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>10.921941</td>
      <td>16.850432</td>
      <td>86.098856</td>
      <td>69.826508</td>
      <td>61.939413</td>
    </tr>
    <tr>
      <th>2023-01-15</th>
      <td>31.054008</td>
      <td>99.575750</td>
      <td>61.134501</td>
      <td>17.292605</td>
      <td>17.860566</td>
    </tr>
    <tr>
      <th>2023-02-01</th>
      <td>79.025354</td>
      <td>30.632099</td>
      <td>11.263981</td>
      <td>61.871787</td>
      <td>36.933729</td>
    </tr>
    <tr>
      <th>2023-02-15</th>
      <td>55.114198</td>
      <td>53.522318</td>
      <td>24.395068</td>
      <td>68.613851</td>
      <td>27.373803</td>
    </tr>
  </tbody>
</table>",no
84,"On January 1, 2023, did the peer evaluation of problem-solving skills surpass the rating given by employees themselves?","SELECT (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Problem Solving"" AND AssessmentDate = ""2023-01-01"" AND AssessmentType = ""Peer Review"") > (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Problem Solving"" AND AssessmentDate = ""2023-01-01"" AND AssessmentType = ""Self-Assessment"") as SkillScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>AssessmentType</th>
      <th colspan=""2"" halign=""left"">Manager Review</th>
      <th colspan=""2"" halign=""left"">Peer Review</th>
      <th colspan=""2"" halign=""left"">Self-Assessment</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>87.930512</td>
      <td>12.751120</td>
      <td>41.187295</td>
      <td>61.935051</td>
      <td>86.817927</td>
      <td>48.635558</td>
    </tr>
    <tr>
      <th>Leadership</th>
      <td>79.587291</td>
      <td>14.485670</td>
      <td>8.688625</td>
      <td>36.201272</td>
      <td>45.127918</td>
      <td>24.875994</td>
    </tr>
    <tr>
      <th>Problem Solving</th>
      <td>3.469471</td>
      <td>21.372266</td>
      <td>71.230717</td>
      <td>44.457744</td>
      <td>26.069133</td>
      <td>36.355178</td>
    </tr>
    <tr>
      <th>Teamwork</th>
      <td>18.204523</td>
      <td>35.645895</td>
      <td>68.393370</td>
      <td>18.434554</td>
      <td>91.423977</td>
      <td>74.403873</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>58.963170</td>
      <td>7.956492</td>
      <td>68.679695</td>
      <td>0.290024</td>
      <td>57.853444</td>
      <td>75.096801</td>
    </tr>
  </tbody>
</table>",yes
